"origin" "year" "month" "day" "hour" "temp" "dewp" "humid" "wind_dir" "wind_speed" "wind_gust" "precip" "pressure" "visib" "time_hour"
"EWR" 2013 1 23 21 15.08 -0.04 50.46 270 5.7539 NA 0 1022.9 10 2013-01-23 21:00:00
"EWR" 2013 1 23 22 15.08 -0.04 50.46 280 4.60312 NA 0 1022.9 10 2013-01-23 22:00:00
"EWR" 2013 1 23 23 15.08 1.04 53.07 280 4.60312 NA 0 1022.5 10 2013-01-23 23:00:00
"EWR" 2013 1 24 0 14 -0.04 52.9 270 4.60312 NA 0 1021.6 10 2013-01-24 00:00:00
"EWR" 2013 1 24 1 14 1.04 55.64 310 3.45234 NA 0 1021 10 2013-01-24 01:00:00
"EWR" 2013 1 24 2 12.92 1.94 60.84 310 4.60312 NA 0 1020.7 10 2013-01-24 02:00:00
"EWR" 2013 1 24 3 12.02 1.94 63.31 30 4.60312 NA 0 1020.7 10 2013-01-24 03:00:00
"EWR" 2013 1 24 4 12.92 5 70.07 20 5.7539 NA 0 1020.8 10 2013-01-24 04:00:00
"EWR" 2013 1 24 5 14 3.02 61 350 5.7539 NA 0 1021.5 10 2013-01-24 05:00:00
"EWR" 2013 1 24 6 12.92 3.02 63.97 10 9.20624 NA 0 1022.2 10 2013-01-24 06:00:00
"EWR" 2013 1 24 7 14 3.02 61 350 9.20624 NA 0 1022.7 10 2013-01-24 07:00:00
"EWR" 2013 1 24 8 17.06 1.94 50.79 350 11.5078 NA 0 1023.3 10 2013-01-24 08:00:00
"EWR" 2013 1 24 9 19.04 -0.04 42.52 350 13.80936 NA 0 1023.8 10 2013-01-24 09:00:00
"EWR" 2013 1 24 10 21.92 -5.08 29.61 310 18.41248 21.86482 0 1024.2 10 2013-01-24 10:00:00
"EWR" 2013 1 24 11 23 -9.04 23.34 320 23.0156 32.22184 0 1024 10 2013-01-24 11:00:00
"EWR" 2013 1 24 12 24.08 -7.96 23.52 310 24.16638 34.5234 0 1023.8 10 2013-01-24 12:00:00
"EWR" 2013 1 24 13 24.08 -7.06 24.57 330 28.7695 40.2773 0 1024 10 2013-01-24 13:00:00
"EWR" 2013 1 24 14 24.08 -5.98 25.89 320 25.31716 35.67418 0 1024.9 10 2013-01-24 14:00:00
"EWR" 2013 1 24 15 24.08 -5.08 27.04 310 16.11092 29.92028 0 1025.8 10 2013-01-24 15:00:00
"EWR" 2013 1 24 16 21.92 -4 31.18 320 21.86482 28.7695 0 1026.6 10 2013-01-24 16:00:00
"EWR" 2013 1 24 17 21.02 -2.92 34.11 300 17.2617 26.46794 0 1027.6 10 2013-01-24 17:00:00
"EWR" 2013 1 24 18 19.94 -4 33.92 290 18.41248 32.22184 0 1028.5 10 2013-01-24 18:00:00
"EWR" 2013 1 24 19 19.04 -2.92 37.11 300 20.71404 27.61872 0 1029 10 2013-01-24 19:00:00
"EWR" 2013 1 24 20 17.96 -2.02 40.57 290 20.71404 35.67418 0 1028.6 10 2013-01-24 20:00:00
"EWR" 2013 1 24 21 17.96 -0.94 42.69 300 12.65858 27.61872 0 1029 10 2013-01-24 21:00:00
"EWR" 2013 1 24 22 17.06 -2.02 42.17 290 17.2617 35.67418 0 1029.5 10 2013-01-24 22:00:00
"EWR" 2013 1 24 23 15.98 -2.92 42.34 290 13.80936 20.71404 0 1029.7 10 2013-01-24 23:00:00
"EWR" 2013 1 25 0 15.08 -2.92 44.04 290 16.11092 23.0156 0 1029.7 10 2013-01-25 00:00:00
"EWR" 2013 1 25 1 14 -2.92 46.17 300 12.65858 20.71404 0 1030.3 10 2013-01-25 01:00:00
"EWR" 2013 1 25 2 14 -2.02 48.18 290 16.11092 NA 0 1030.3 10 2013-01-25 02:00:00
"EWR" 2013 1 25 3 12.92 -0.94 53.17 290 12.65858 23.0156 0 1030.4 10 2013-01-25 03:00:00
"EWR" 2013 1 25 4 12.92 -0.94 53.17 260 5.7539 NA 0 1030.3 10 2013-01-25 04:00:00
"EWR" 2013 1 25 5 12.92 -0.04 55.47 280 13.80936 NA 0 1030 10 2013-01-25 05:00:00
"EWR" 2013 1 25 6 12.92 1.04 58.34 280 6.90468 NA 0 1030 10 2013-01-25 06:00:00
"EWR" 2013 1 25 7 14 1.94 58.02 NA 4.60312 NA 0 1029.5 10 2013-01-25 07:00:00
"EWR" 2013 1 25 8 15.98 3.02 55.95 300 6.90468 NA 0 1029.9 10 2013-01-25 08:00:00
"EWR" 2013 1 25 9 17.96 3.02 51.36 280 6.90468 NA 0 1030.3 10 2013-01-25 09:00:00
"EWR" 2013 1 25 10 19.94 1.94 44.88 280 5.7539 NA 0 1029.3 10 2013-01-25 10:00:00
"EWR" 2013 1 25 11 21.02 1.94 42.87 10 4.60312 NA 0 1027 10 2013-01-25 11:00:00
"EWR" 2013 1 25 12 21.92 1.94 41.26 260 4.60312 NA 0 1026.1 10 2013-01-25 12:00:00
"EWR" 2013 1 25 13 23 1.04 37.81 240 4.60312 NA 0 1024.5 10 2013-01-25 13:00:00
"EWR" 2013 1 25 14 24.08 3.02 39.62 220 6.90468 NA 0 1023.7 10 2013-01-25 14:00:00
"EWR" 2013 1 25 15 24.08 3.02 39.62 220 8.05546 NA 0 1023.2 10 2013-01-25 15:00:00
"EWR" 2013 1 25 16 23 8.06 54.61 210 8.05546 NA 0 NA 1.5 2013-01-25 16:00:00
"EWR" 2013 1 25 17 21.2 15.98 85.63 240 11.5078 NA 0.01 NA 1.5 2013-01-25 17:00:00
"EWR" 2013 1 25 18 19.4 15.98 87.64 210 5.7539 NA 0.01 NA 1.5 2013-01-25 18:00:00
"EWR" 2013 1 25 19 19.4 15.8 85.63 250 9.20624 NA 0.02 NA 2 2013-01-25 19:00:00
"EWR" 2013 1 25 20 19.94 15.8 85.63 250 8.05546 NA 0 NA 7 2013-01-25 20:00:00
"EWR" 2013 1 25 21 17.96 14 85.51 260 6.90468 NA 0 NA 9 2013-01-25 21:00:00
"EWR" 2013 1 25 22 17.96 12.92 80.29 280 6.90468 NA 0 1018.6 9 2013-01-25 22:00:00
"EWR" 2013 1 25 23 17.06 12.92 83.47 250 4.60312 NA 0 1018.4 10 2013-01-25 23:00:00
"EWR" 2013 1 26 0 15.98 12.92 87.47 280 6.90468 NA 0 1018.4 10 2013-01-26 00:00:00
"EWR" 2013 1 26 1 15.08 12.02 87.42 290 8.05546 NA 0 1018.5 10 2013-01-26 01:00:00
"EWR" 2013 1 26 2 14 10.94 87.36 280 3.45234 NA 0 1018 10 2013-01-26 02:00:00
"EWR" 2013 1 26 3 14 10.04 83.92 290 5.7539 NA 0 1017.8 10 2013-01-26 03:00:00
"EWR" 2013 1 26 4 15.98 8.96 73.34 300 9.20624 NA 0 1018.1 10 2013-01-26 04:00:00
"EWR" 2013 1 26 5 15.08 8.96 76.27 300 9.20624 NA 0 1018.9 10 2013-01-26 05:00:00
"EWR" 2013 1 26 6 15.98 8.06 70.43 300 4.60312 NA 0 1019.5 10 2013-01-26 06:00:00
"EWR" 2013 1 26 7 17.06 8.06 67.21 300 6.90468 NA 0 1020.6 10 2013-01-26 07:00:00
"EWR" 2013 1 26 8 19.04 8.06 61.72 310 10.35702 NA 0 1021 10 2013-01-26 08:00:00
"EWR" 2013 1 26 9 19.94 8.96 61.85 310 10.35702 NA 0 1021.5 10 2013-01-26 09:00:00
"EWR" 2013 1 26 10 23 10.04 57.03 290 11.5078 NA 0 1021.7 10 2013-01-26 10:00:00
"EWR" 2013 1 26 11 23 10.04 57.03 290 11.5078 18.41248 0 1021.7 10 2013-01-26 11:00:00
"EWR" 2013 1 26 12 24.08 8.96 51.93 320 9.20624 NA 0 1020.6 10 2013-01-26 12:00:00
"EWR" 2013 1 26 13 26.96 10.04 48.36 290 13.80936 24.16638 0 1020.8 10 2013-01-26 13:00:00
"EWR" 2013 1 26 14 28.04 10.04 46.26 300 11.5078 NA 0 1021 10 2013-01-26 14:00:00
"EWR" 2013 1 26 15 28.04 6.98 40.31 300 16.11092 24.16638 0 1021.5 10 2013-01-26 15:00:00
"EWR" 2013 1 26 16 26.96 6.08 40.45 300 14.96014 21.86482 0 1022.2 10 2013-01-26 16:00:00
"EWR" 2013 1 26 17 24.98 5 41.8 320 19.56326 28.7695 0 1023.7 10 2013-01-26 17:00:00
"EWR" 2013 1 26 18 24.08 5 43.4 320 14.96014 27.61872 0 1025 10 2013-01-26 18:00:00
"EWR" 2013 1 26 19 23 6.08 47.7 310 13.80936 NA 0 1025.5 10 2013-01-26 19:00:00
"EWR" 2013 1 26 20 23 6.08 47.7 320 17.2617 24.16638 0 1026.5 10 2013-01-26 20:00:00
"EWR" 2013 1 26 21 21.92 6.98 52.01 320 13.80936 NA 0 1027.5 10 2013-01-26 21:00:00
"EWR" 2013 1 26 22 21.02 6.98 54.03 320 12.65858 NA 0 1028.5 10 2013-01-26 22:00:00
"EWR" 2013 1 26 23 19.94 6.98 56.56 300 10.35702 NA 0 1028.8 10 2013-01-26 23:00:00
"EWR" 2013 1 27 0 19.04 8.06 61.72 290 8.05546 NA 0 1029.1 10 2013-01-27 00:00:00
"EWR" 2013 1 27 1 19.04 8.06 61.72 290 9.20624 NA 0 1030 10 2013-01-27 01:00:00
"EWR" 2013 1 27 2 19.04 8.96 64.28 290 8.05546 NA 0.33 1030.3 10 2013-01-27 02:00:00
"EWR" 2013 1 27 3 19.04 8.96 64.28 280 6.90468 NA 0.03 1030.3 10 2013-01-27 03:00:00
"EWR" 2013 1 27 4 19.04 8.96 64.28 260 8.05546 NA 0.05 1030.4 10 2013-01-27 04:00:00
"EWR" 2013 1 27 5 19.04 8.06 61.72 270 6.90468 NA 0.26 1031.1 10 2013-01-27 05:00:00
"EWR" 2013 1 27 6 17.06 8.06 67.21 240 4.60312 NA 0.17 1031.6 10 2013-01-27 06:00:00
"EWR" 2013 1 27 7 19.04 8.96 64.28 260 8.05546 NA 0.32 1032.4 10 2013-01-27 07:00:00
"EWR" 2013 1 27 8 21.92 10.04 59.69 270 8.05546 NA 0 1032.6 10 2013-01-27 08:00:00
"EWR" 2013 1 27 9 26.96 12.92 54.95 310 11.5078 NA 0 1033.2 10 2013-01-27 09:00:00
"EWR" 2013 1 27 10 30.02 10.04 42.66 310 12.65858 NA 0 1033.7 10 2013-01-27 10:00:00
"EWR" 2013 1 27 11 32 8.96 37.52 340 14.96014 20.71404 0 1032.6 10 2013-01-27 11:00:00
"EWR" 2013 1 27 12 33.98 10.94 37.86 300 14.96014 NA 0 1032.1 10 2013-01-27 12:00:00
"EWR" 2013 1 27 13 35.06 8.96 33.19 300 12.65858 NA 0 1031.5 10 2013-01-27 13:00:00
"EWR" 2013 1 27 14 35.96 8.06 30.76 320 11.5078 NA 0 1031.4 10 2013-01-27 14:00:00
"EWR" 2013 1 27 15 35.96 8.06 30.76 280 8.05546 NA 0 1031.6 10 2013-01-27 15:00:00
"EWR" 2013 1 27 16 33.98 8.06 33.28 310 10.35702 17.2617 0 1032.3 10 2013-01-27 16:00:00
"EWR" 2013 1 27 17 33.08 8.06 34.5 320 6.90468 NA 0 1032.5 10 2013-01-27 17:00:00
"EWR" 2013 1 27 18 32 8.06 36.03 NA 3.45234 NA 0 1033 10 2013-01-27 18:00:00
"EWR" 2013 1 27 19 32 8.06 36.03 0 0 NA 0 1032.7 10 2013-01-27 19:00:00
"EWR" 2013 1 27 20 30.92 8.96 39.19 NA 4.60312 NA 0 1032.9 10 2013-01-27 20:00:00
"EWR" 2013 1 27 21 30.02 8.96 40.65 0 0 NA 0 1032.7 10 2013-01-27 21:00:00
"EWR" 2013 1 27 22 30.02 10.04 42.66 NA 3.45234 NA 0 1032.4 10 2013-01-27 22:00:00
"EWR" 2013 1 27 23 28.04 10.04 46.26 0 0 NA 0 1032.4 10 2013-01-27 23:00:00
"EWR" 2013 1 28 0 26.96 12.02 52.81 0 0 NA 0 1032.7 10 2013-01-28 00:00:00
"EWR" 2013 1 28 1 26.06 12.92 57.04 0 0 NA 0 1032.2 10 2013-01-28 01:00:00
"EWR" 2013 1 28 2 26.06 12.92 57.04 0 0 NA 0 1031.4 10 2013-01-28 02:00:00
"EWR" 2013 1 28 3 26.96 15.98 62.83 0 0 NA 0 1030.9 10 2013-01-28 03:00:00
"EWR" 2013 1 28 4 28.04 15.08 57.79 240 3.45234 NA 0 1030.5 10 2013-01-28 04:00:00
"EWR" 2013 1 28 5 28.04 15.98 60.1 0 0 NA 0 1029.8 10 2013-01-28 05:00:00
"EWR" 2013 1 28 6 30.02 17.06 58.08 0 0 NA 0 1029.7 10 2013-01-28 06:00:00
"EWR" 2013 1 28 7 30.02 19.04 63.24 160 4.60312 NA 0 1029.6 7 2013-01-28 07:00:00
"EWR" 2013 1 28 8 30.92 19.94 63.36 190 4.60312 NA 0 1029.5 6 2013-01-28 08:00:00
"EWR" 2013 1 28 9 30.2 26.06 85 230 6.90468 NA 0 NA 2 2013-01-28 09:00:00
"EWR" 2013 1 28 10 30.92 28.4 92.92 180 8.05546 NA 0 NA 2.5 2013-01-28 10:00:00
"EWR" 2013 1 28 11 33.8 28.94 86.39 200 10.35702 NA 0 NA 2.5 2013-01-28 11:00:00
"EWR" 2013 1 28 12 33.8 30.2 88.37 170 9.20624 NA 0 NA 2.5 2013-01-28 12:00:00
"EWR" 2013 1 28 13 33.8 30.92 91.66 170 8.05546 NA 0 NA 2.5 2013-01-28 13:00:00
"EWR" 2013 1 28 14 33.8 32 95.75 170 6.90468 NA 0 NA 2 2013-01-28 14:00:00
"EWR" 2013 1 28 15 33.98 32 92.36 NA 4.60312 NA 0 1019.6 2 2013-01-28 15:00:00
"EWR" 2013 1 28 16 33.98 32 92.36 220 11.5078 19.56326 0 1018.7 2 2013-01-28 16:00:00
"EWR" 2013 1 28 17 33.98 33.08 96.46 230 11.5078 NA 0 NA 5 2013-01-28 17:00:00
"EWR" 2013 1 28 18 33.98 33.08 96.46 230 8.05546 NA 0 1018.3 5 2013-01-28 18:00:00
"EWR" 2013 1 28 19 33.98 33.08 96.46 230 6.90468 NA 0 1017.8 5 2013-01-28 19:00:00
"EWR" 2013 1 28 20 33.98 33.08 96.46 240 9.20624 NA 0 1017.2 5 2013-01-28 20:00:00
"EWR" 2013 1 28 21 35.06 33.08 92.4 240 9.20624 NA 0 1016.5 5 2013-01-28 21:00:00
"EWR" 2013 1 28 22 35.6 33.8 93.08 240 11.5078 NA 0 NA 5 2013-01-28 22:00:00
"EWR" 2013 1 28 23 35.6 33.8 93.08 230 8.05546 NA 0 NA 5 2013-01-28 23:00:00
"EWR" 2013 1 29 0 35.06 33.98 95.79 210 5.7539 NA 0 1016.2 5 2013-01-29 00:00:00
"EWR" 2013 1 29 1 35.96 33.98 92.43 240 6.90468 NA 0 1016.3 5 2013-01-29 01:00:00
"EWR" 2013 1 29 2 37.04 35.06 92.46 240 3.45234 NA 0 1016.2 7 2013-01-29 02:00:00
"EWR" 2013 1 29 3 37.04 35.96 95.82 220 6.90468 NA 0 1016.1 7 2013-01-29 03:00:00
"EWR" 2013 1 29 4 37.94 37.04 96.52 0 0 NA 0 1017.1 7 2013-01-29 04:00:00
"EWR" 2013 1 29 5 37.94 35.96 92.49 0 0 NA 0 1018.4 7 2013-01-29 05:00:00
"EWR" 2013 1 29 6 37.94 35.96 92.49 0 0 NA 0 1018.8 6 2013-01-29 06:00:00
"EWR" 2013 1 29 7 42.08 39.02 88.81 0 0 NA 0 1019.4 6 2013-01-29 07:00:00
"EWR" 2013 1 29 8 42.98 39.92 88.85 200 3.45234 NA 0 1019.6 6 2013-01-29 08:00:00
"EWR" 2013 1 29 9 48.02 42.08 79.79 0 0 NA 0 1020.1 7 2013-01-29 09:00:00
"EWR" 2013 1 29 10 51.98 39.92 63.33 10 5.7539 NA 0 1020.1 9 2013-01-29 10:00:00
"EWR" 2013 1 29 11 51.98 39.92 63.33 90 5.7539 NA 0 1019.1 10 2013-01-29 11:00:00
"EWR" 2013 1 29 12 51.08 39.02 63.22 110 8.05546 NA 0 1019.2 10 2013-01-29 12:00:00
"EWR" 2013 1 29 13 44.96 39.02 79.54 120 11.5078 NA 0 1018.9 6 2013-01-29 13:00:00
"EWR" 2013 1 29 14 44.96 39.02 79.54 NA 6.90468 NA 0 1019.4 6 2013-01-29 14:00:00
"EWR" 2013 1 29 15 46.4 39.2 75.84 120 5.7539 NA 0 NA 5 2013-01-29 15:00:00
"EWR" 2013 1 29 16 44.6 39.2 82.31 140 5.7539 NA 0 NA 4 2013-01-29 16:00:00
"EWR" 2013 1 29 17 44.6 39.92 85.25 90 6.90468 NA 0 NA 4 2013-01-29 17:00:00
"EWR" 2013 1 29 18 42.98 39.92 88.85 NA 4.60312 NA 0.04 1020.2 4 2013-01-29 18:00:00
"EWR" 2013 1 29 19 42.98 41 93.3 130 5.7539 NA 0.02 NA 4 2013-01-29 19:00:00
"EWR" 2013 1 29 20 42.98 41 93.3 0 0 NA 0 NA 4 2013-01-29 20:00:00
"EWR" 2013 1 29 21 44.6 41 92.65 0 0 NA 0 NA 4 2013-01-29 21:00:00
"EWR" 2013 1 29 22 42.98 41 92.65 0 0 NA 0 1019 3 2013-01-29 22:00:00
"EWR" 2013 1 29 23 44.06 42.08 92.69 60 4.60312 NA 0 1018.8 3 2013-01-29 23:00:00
"EWR" 2013 1 30 0 42.8 41 95.9 30 6.90468 NA 0 NA 2.5 2013-01-30 00:00:00
"EWR" 2013 1 30 1 41 39.92 95.9 30 6.90468 NA 0 1016.5 2.5 2013-01-30 01:00:00
"EWR" 2013 1 30 2 41 39.92 95.9 20 4.60312 NA 0 1015.8 2.5 2013-01-30 02:00:00
"EWR" 2013 1 30 3 41 39.92 100 20 6.90468 NA 0 NA 0.5 2013-01-30 03:00:00
"EWR" 2013 1 30 4 39.92 39.92 100 20 6.90468 NA 0 NA 0.25 2013-01-30 04:00:00
"EWR" 2013 1 30 5 39.92 39.92 100 20 4.60312 NA 0 1013.4 0.25 2013-01-30 05:00:00
"EWR" 2013 1 30 6 39.92 39.92 100 350 3.45234 NA 0 1012.4 0.25 2013-01-30 06:00:00
"EWR" 2013 1 30 7 42.08 42.08 100 0 0 NA 0 NA 0.12 2013-01-30 07:00:00
"EWR" 2013 1 30 8 44.6 44.6 100 50 4.60312 NA 0 NA 0.25 2013-01-30 08:00:00
"EWR" 2013 1 30 9 44.96 44.96 100 50 6.90468 NA 0 NA 0.25 2013-01-30 09:00:00
"EWR" 2013 1 30 10 50 46.94 100 80 5.7539 NA 0 NA 1 2013-01-30 10:00:00
"EWR" 2013 1 30 11 51.98 48.02 87.37 90 5.7539 NA 0 NA 3 2013-01-30 11:00:00
"EWR" 2013 1 30 12 55.04 50 83.08 70 3.45234 NA 0 1005.7 3 2013-01-30 12:00:00
"EWR" 2013 1 30 13 64.04 57.02 77.92 180 10.35702 NA 0 1003.9 10 2013-01-30 13:00:00
"EWR" 2013 1 30 14 64.4 57.2 80.55 180 12.65858 18.41248 0.01 NA 10 2013-01-30 14:00:00
"EWR" 2013 1 30 15 55.94 51.08 83.69 100 8.05546 NA 0 1002.8 10 2013-01-30 15:00:00
"EWR" 2013 1 30 16 59 53.06 80.64 130 9.20624 NA 0 1002.1 10 2013-01-30 16:00:00
"EWR" 2013 1 30 17 59 53.06 82.12 150 8.05546 NA 0 NA 10 2013-01-30 17:00:00
"EWR" 2013 1 30 18 60.8 53.96 93.05 160 6.90468 NA 0.02 NA 10 2013-01-30 18:00:00
"EWR" 2013 1 30 19 51.98 50 92.93 50 3.45234 NA 0 1001.1 9 2013-01-30 19:00:00
"EWR" 2013 1 30 20 51.98 51.08 96.73 0 0 NA 0 999.5 10 2013-01-30 20:00:00
"EWR" 2013 1 30 21 59 55.04 86.69 160 6.90468 NA 0 997.5 10 2013-01-30 21:00:00
"EWR" 2013 1 30 22 62.06 57.02 83.54 180 14.96014 NA 0 995.9 10 2013-01-30 22:00:00
"EWR" 2013 1 30 23 62.06 57.02 83.54 180 21.86482 33.37262 0.01 994.1 10 2013-01-30 23:00:00
"EWR" 2013 1 31 0 62.6 59 89.7 190 25.31716 36.82496 0.09 NA 6 2013-01-31 00:00:00
"EWR" 2013 1 31 1 62.06 59 93.79 190 23.0156 39.12652 0.07 NA 6 2013-01-31 01:00:00
"EWR" 2013 1 31 2 62.06 57.92 86.29 180 31.07106 47.18198 0.05 986.4 6 2013-01-31 02:00:00
"EWR" 2013 1 31 3 62.06 59 89.7 180 27.61872 44.88042 0.19 983.9 3 2013-01-31 03:00:00
"EWR" 2013 1 31 4 60.8 59 93.79 230 40.2773 58.68978 0.3 NA 6 2013-01-31 04:00:00
"EWR" 2013 1 31 5 59 55.4 87.83 220 18.41248 27.61872 0.06 NA 10 2013-01-31 05:00:00
"EWR" 2013 1 31 6 57.2 53.6 87.74 270 42.57886 55.23744 0.03 NA 10 2013-01-31 06:00:00
"EWR" 2013 1 31 7 48.2 35.6 61.52 260 31.07106 37.97574 0.01 NA 10 2013-01-31 07:00:00
"EWR" 2013 1 31 8 46.04 30.02 53.33 270 39.12652 48.33276 0 992.3 10 2013-01-31 08:00:00
"EWR" 2013 1 31 9 44.06 24.98 46.73 270 32.22184 51.7851 0 994.2 10 2013-01-31 09:00:00
"EWR" 2013 1 31 10 44.96 21.02 38.23 260 33.37262 41.42808 0 995.4 10 2013-01-31 10:00:00
"EWR" 2013 1 31 11 46.04 19.04 33.73 280 33.37262 43.72964 0 996.3 10 2013-01-31 11:00:00
"EWR" 2013 1 31 12 46.04 19.04 33.73 260 31.07106 42.57886 0 996.6 10 2013-01-31 12:00:00
"EWR" 2013 1 31 13 44.96 19.04 35.14 250 23.0156 42.57886 0 997.9 10 2013-01-31 13:00:00
"EWR" 2013 1 31 14 44.06 17.96 34.72 260 27.61872 42.57886 0 999.1 10 2013-01-31 14:00:00
"EWR" 2013 1 31 15 42.08 15.08 33.06 270 26.46794 44.88042 0 1000.4 10 2013-01-31 15:00:00
"EWR" 2013 1 31 16 39.02 17.06 40.57 270 31.07106 40.2773 0 1002.2 10 2013-01-31 16:00:00
"EWR" 2013 1 31 17 35.96 12.92 38.2 260 28.7695 43.72964 0 1004.5 10 2013-01-31 17:00:00
"EWR" 2013 1 31 18 35.06 12.92 39.58 250 24.16638 29.92028 0 1006 10 2013-01-31 18:00:00
"EWR" 2013 1 31 19 33.08 15.08 47.1 270 20.71404 31.07106 0 1006.6 10 2013-01-31 19:00:00
"EWR" 2013 1 31 20 32 19.04 58.37 250 17.2617 26.46794 0 1007.3 10 2013-01-31 20:00:00
"EWR" 2013 1 31 21 32 10.04 39.38 260 28.7695 36.82496 0 1008 10 2013-01-31 21:00:00
"EWR" 2013 1 31 22 30.92 6.98 35.84 260 27.61872 35.67418 0 1008.5 10 2013-01-31 22:00:00
"EWR" 2013 1 31 23 30.02 8.06 39.03 260 14.96014 NA 0 1008.9 10 2013-01-31 23:00:00
"JFK" 2013 1 1 1 39.02 26.06 59.37 260 12.65858 NA 0 1012.6 10 2013-01-01 01:00:00
"JFK" 2013 1 1 2 39.02 26.06 59.37 270 11.5078 NA 0 1012.4 10 2013-01-01 02:00:00
"JFK" 2013 1 1 3 39.92 26.96 59.5 260 14.96014 NA 0 1012.7 10 2013-01-01 03:00:00
"JFK" 2013 1 1 4 39.92 28.04 62.21 250 17.2617 NA 0 1012.6 10 2013-01-01 04:00:00
"JFK" 2013 1 1 5 39.02 26.96 61.63 260 14.96014 NA 0 1012.1 10 2013-01-01 05:00:00
"JFK" 2013 1 1 6 37.94 26.96 64.29 260 13.80936 NA 0 1012.6 10 2013-01-01 06:00:00
"JFK" 2013 1 1 7 39.02 28.04 64.43 260 13.80936 NA 0 1012.5 10 2013-01-01 07:00:00
"JFK" 2013 1 1 8 39.92 26.96 59.5 260 17.2617 NA 0 1012.6 10 2013-01-01 08:00:00
"JFK" 2013 1 1 9 39.92 26.96 59.5 260 16.11092 NA 0 1013 10 2013-01-01 09:00:00
"JFK" 2013 1 1 10 41 28.04 59.65 260 16.11092 NA 0 1012.8 10 2013-01-01 10:00:00
"JFK" 2013 1 1 11 41 26.96 57.06 270 14.96014 NA 0 1011.7 10 2013-01-01 11:00:00
"JFK" 2013 1 1 13 37.94 26.6 64.7 340 14.96014 NA 0 NA 10 2013-01-01 13:00:00
"JFK" 2013 1 1 14 39.02 24.08 54.68 310 11.5078 NA 0 1011.2 10 2013-01-01 14:00:00
"JFK" 2013 1 1 15 39.02 23 52.26 290 12.65858 NA 0 1011.7 10 2013-01-01 15:00:00
"JFK" 2013 1 1 16 37.94 17.96 44 320 17.2617 24.16638 0 1012.1 10 2013-01-01 16:00:00
"JFK" 2013 1 1 17 37.04 17.06 43.85 330 16.11092 25.31716 0 1013.2 10 2013-01-01 17:00:00
"JFK" 2013 1 1 18 35.06 14 41.51 310 14.96014 NA 0 1014.2 10 2013-01-01 18:00:00
"JFK" 2013 1 1 19 33.08 14 44.92 350 13.80936 24.16638 0 1014.3 10 2013-01-01 19:00:00
"JFK" 2013 1 1 20 32 14 46.92 330 16.11092 NA 0 1015.1 10 2013-01-01 20:00:00
"JFK" 2013 1 1 21 30.02 10.94 44.41 330 21.86482 29.92028 0 1015.3 10 2013-01-01 21:00:00
"JFK" 2013 1 1 22 28.94 10.94 46.41 320 16.11092 NA 0 1016.4 10 2013-01-01 22:00:00
"JFK" 2013 1 1 23 26.96 8.06 44.25 320 20.71404 35.67418 0 1016.5 10 2013-01-01 23:00:00
"JFK" 2013 1 2 0 26.06 8.06 45.93 320 18.41248 29.92028 0 1016.1 10 2013-01-02 00:00:00
"JFK" 2013 1 2 1 26.06 8.06 45.93 330 19.56326 27.61872 0 1016.4 10 2013-01-02 01:00:00
"JFK" 2013 1 2 2 24.98 8.06 48.03 310 18.41248 NA 0 1016.8 10 2013-01-02 02:00:00
"JFK" 2013 1 2 3 24.98 8.06 48.03 320 17.2617 21.86482 0 1016.5 10 2013-01-02 03:00:00
"JFK" 2013 1 2 4 24.08 8.06 49.87 330 17.2617 24.16638 0 1016.9 10 2013-01-02 04:00:00
"JFK" 2013 1 2 5 23 8.96 54.34 350 11.5078 NA 0 1017.1 10 2013-01-02 05:00:00
"JFK" 2013 1 2 6 23 8.96 54.34 340 9.20624 NA 0 1017.2 10 2013-01-02 06:00:00
"JFK" 2013 1 2 7 23 8.96 54.34 340 10.35702 NA 0 1017.7 10 2013-01-02 07:00:00
"JFK" 2013 1 2 8 24.98 8.06 48.03 320 12.65858 NA 0 1018.4 10 2013-01-02 08:00:00
"JFK" 2013 1 2 9 26.96 8.06 44.25 310 12.65858 NA 0 1019 10 2013-01-02 09:00:00
"JFK" 2013 1 2 10 28.94 8.96 42.48 300 13.80936 18.41248 0 1018.6 10 2013-01-02 10:00:00
"JFK" 2013 1 2 11 30.02 10.04 42.66 300 20.71404 25.31716 0 1017.8 10 2013-01-02 11:00:00
"JFK" 2013 1 2 12 30.92 10.04 41.13 310 14.96014 24.16638 0 1016.6 10 2013-01-02 12:00:00
"JFK" 2013 1 2 13 33.08 10.94 39.25 310 16.11092 NA 0 1017.2 10 2013-01-02 13:00:00
"JFK" 2013 1 2 14 35.06 10.94 36.26 300 13.80936 21.86482 0 1017.5 10 2013-01-02 14:00:00
"JFK" 2013 1 2 15 33.98 10.04 36.37 320 19.56326 25.31716 0 1018.3 10 2013-01-02 15:00:00
"JFK" 2013 1 2 16 32 10.94 40.99 310 16.11092 NA 0 1018.8 10 2013-01-02 16:00:00
"JFK" 2013 1 2 17 32 10.94 40.99 300 11.5078 NA 0 1019.8 10 2013-01-02 17:00:00
"JFK" 2013 1 2 18 30.92 12.02 44.92 310 13.80936 NA 0 1020.6 10 2013-01-02 18:00:00
"JFK" 2013 1 2 19 30.92 12.92 46.74 300 10.35702 NA 0 1020.5 10 2013-01-02 19:00:00
